id,source_name,url,description,external_id
tool--5a33468d-844d-4b1f-98c9-0e786c556b27,MimiPenguin GitHub May 2017,https://github.com/huntergregal/mimipenguin,"Gregal, H. (2017, May 12). MimiPenguin. Retrieved December 5, 2017.",
tool--5a63f900-5e7e-4928-a746-dd4558e1df71,TechNet Netsh,https://technet.microsoft.com/library/bb490939.aspx,"Microsoft. (n.d.). Using Netsh. Retrieved February 13, 2017.",
tool--5fc81b43-62b5-41b1-9113-c79ae5f030c4,Unit 42 CARROTBAT January 2020,https://unit42.paloaltonetworks.com/the-fractured-statue-campaign-u-s-government-targeted-in-spear-phishing-attacks/,"McCabe, A. (2020, January 23). The Fractured Statue Campaign: U.S. Government Agency Targeted in Spear-Phishing Attacks. Retrieved June 2, 2020.",
tool--64764dc6-a032-495f-8250-1e4c06bdc163,Microsoft BITSAdmin,https://msdn.microsoft.com/library/aa362813.aspx,"Microsoft. (n.d.). BITSAdmin Tool. Retrieved January 12, 2018.",
tool--65370d0b-3bd4-4653-8cf9-daf56f6be830,mitre-attack,https://attack.mitre.org/software/S0175,,S0175
tool--6a5947f3-1a36-4653-8734-526df3e1d28d,Cisco Operation Layover September 2021,https://blog.talosintelligence.com/operation-layover-how-we-tracked-attack/,"Ventura, V. (2021, September 16). Operation Layover: How we tracked an attack on the aviation industry to five years of compromise. Retrieved September 15, 2023.",
tool--6dbdc657-d8e0-4f2f-909b-7251b3e72c6d,ROADtools Github,https://github.com/dirkjanm/ROADtools,"Dirk-jan Mollema. (2022, January 31). ROADtools. Retrieved January 31, 2022.",
tool--75d8b521-6b6a-42ff-8af3-d97e20ce12a5,SANS Brute Ratel October 2022,https://www.sans.org/blog/cracked-brute-ratel-c4-framework-proliferates-across-the-cybercriminal-underground/,"Thomas, W. (2022, October 5). Cracked Brute Ratel C4 framework proliferates across the cybercriminal underground. Retrieved February 6, 2023.",
tool--79dd477a-8226-4b3d-ad15-28623675f221,Peirates GitHub,https://github.com/inguardians/peirates,"InGuardians. (2022, January 5). Peirates GitHub. Retrieved February 8, 2022.",
tool--7cd0bc75-055b-4098-a00e-83dc8beaff14,Riskiq Remcos Jan 2018,https://web.archive.org/web/20180124082756/https://www.riskiq.com/blog/labs/spear-phishing-turkish-defense-contractors/,"Klijnsma, Y. (2018, January 23). Espionage Campaign Leverages Spear Phishing, RATs Against Turkish Defense Contractors. Retrieved November 6, 2018.",
tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1,TechNet Systeminfo,https://technet.microsoft.com/en-us/library/bb491007.aspx,"Microsoft. (n.d.). Systeminfo. Retrieved April 8, 2016.",
tool--80c815bb-b24a-4b9c-9d73-ff4c075a278d,Trend Micro Muddy Water March 2021,https://www.trendmicro.com/en_us/research/21/c/earth-vetala---muddywater-continues-to-target-organizations-in-t.html,"Peretz, A. and Theck, E. (2021, March 5). Earth Vetala – MuddyWater Continues to Target Organizations in the Middle East. Retrieved March 18, 2021.",
tool--842976c7-f9c8-41b2-8371-41dc64fbe261,Trend Micro Muddy Water March 2021,https://www.trendmicro.com/en_us/research/21/c/earth-vetala---muddywater-continues-to-target-organizations-in-t.html,"Peretz, A. and Theck, E. (2021, March 5). Earth Vetala – MuddyWater Continues to Target Organizations in the Middle East. Retrieved March 18, 2021.",
tool--8f8cd191-902c-4e83-bf20-b57c8c4640e9,Imminent Unit42 Dec2019,https://unit42.paloaltonetworks.com/imminent-monitor-a-rat-down-under/,"Unit 42. (2019, December 2). Imminent Monitor – a RAT Down Under. Retrieved May 5, 2020.",
tool--90ac9266-68ce-46f2-b24f-5eb3b2a8ea38,SensePost NotRuler,https://github.com/sensepost/notruler,"SensePost. (2017, September 21). NotRuler - The opposite of Ruler, provides blue teams with the ability to detect Ruler usage against Exchange. Retrieved February 4, 2019.",
tool--90ec2b22-7061-4469-b539-0989ec4f96c2,Microsoft Forfiles Aug 2016,https://docs.microsoft.com/previous-versions/windows/it-pro/windows-server-2012-R2-and-2012/cc753551(v=ws.11),"Microsoft. (2016, August 31). Forfiles. Retrieved January 22, 2018.",
tool--96fd6cc4-a693-4118-83ec-619e5352d07d,Überwachung APT28 Forfiles June 2015,https://netzpolitik.org/2015/digital-attack-on-german-parliament-investigative-report-on-the-hack-of-the-left-party-infrastructure-in-bundestag/,"Guarnieri, C. (2015, June 19). Digital Attack on German Parliament: Investigative Report on the Hack of the Left Party Infrastructure in Bundestag. Retrieved January 22, 2018.",
tool--975737f1-b10d-476f-8bda-3ec26ea57172,Secureworks MCMD July 2019,https://www.secureworks.com/research/mcmd-malware-analysis,"Secureworks. (2019, July 24). MCMD Malware Analysis. Retrieved August 13, 2020.",
tool--981acc4c-2ede-4b56-be6e-fa1a75f37acf,Nltest Manual,https://ss64.com/nt/nltest.html,"ss64. (n.d.). NLTEST.exe - Network Location Test. Retrieved February 14, 2019.",
tool--999c4e6e-b8dc-4b4f-8d6e-1b829f29997e,GitHub MailSniper,https://github.com/dafthack/MailSniper,"Bullock, B., . (2018, November 20). MailSniper. Retrieved October 4, 2019.",
tool--9a2640c2-9f43-46fe-b13f-bde881e55555,sqlmap Introduction,http://sqlmap.org/,"Damele, B., Stampar, M. (n.d.). sqlmap. Retrieved March 19, 2018.",
tool--9de2308e-7bed-43a3-8e58-f194b3586700,Wikipedia pwdump,https://en.wikipedia.org/wiki/Pwdump,"Wikipedia. (2007, August 9). pwdump. Retrieved June 22, 2016.",
tool--a1dd2dbd-1550-44bf-abcc-1a4c52e97719,GitHub Responder,https://github.com/SpiderLabs/Responder,"Gaffie, L. (2016, August 25). Responder. Retrieved November 17, 2017.",
tool--a52edc76-328d-4596-85e7-d56ef5a9eb69,Mandiant APT1,https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf,"Mandiant. (n.d.). APT1 Exposing One of China’s Cyber Espionage Units. Retrieved July 18, 2016.",
tool--a7b5df47-73bb-4d47-b701-869f185633a6,Donut Github,https://github.com/TheWover/donut,"TheWover. (2019, May 9). donut. Retrieved March 25, 2022.",
tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,Adsecurity Mimikatz Guide,https://adsecurity.org/?page_id=1821,"Metcalf, S. (2015, November 13). Unofficial Guide to Mimikatz & Command Reference. Retrieved December 23, 2015.",
tool--b07c2c47-fefb-4d7c-a69e-6a3296171f54,TrueSec Gsecdump,https://www.truesec.se/sakerhet/verktyg/saakerhet/gsecdump_v2.0b5,"TrueSec. (n.d.). gsecdump v2.0b5. Retrieved September 29, 2015.",
tool--b1595ddd-a783-482a-90e1-8afc8d48467e,Unit 42 IronNetInjector February 2021 ,https://unit42.paloaltonetworks.com/ironnetinjector/,"Reichel, D. (2021, February 19). IronNetInjector: Turla’s New Malware Loading Tool. Retrieved February 24, 2021.",
tool--b35068ec-107a-4266-bda8-eb7036267aea,TechNet Nbtstat,https://technet.microsoft.com/en-us/library/cc940106.aspx,"Microsoft. (n.d.). Nbtstat. Retrieved April 17, 2016.",
tool--b52d6583-14a2-4ddc-8527-87fd2142558f,GitHub Invoke-PSImage,https://github.com/peewpw/Invoke-PSImage,"Adams, B. (2017, December 17). Invoke-PSImage. Retrieved April 10, 2018.",
tool--b63970b7-ddfb-4aee-97b1-80d335e033a8,FireEye APT39 Jan 2019,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,"Hawley et al. (2019, January 29). APT39: An Iranian Cyber Espionage Group Focused on Personal Information. Retrieved February 19, 2019.",
tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b,GitHub LaZange Dec 2018,https://github.com/AlessandroZ/LaZagne,"Zanni, A. (n.d.). The LaZagne Project !!!. Retrieved December 14, 2018.",
tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,TechNet Ping,https://technet.microsoft.com/en-us/library/bb490968.aspx,"Microsoft. (n.d.). Ping. Retrieved April 8, 2016.",
tool--bba595da-b73a-4354-aa6c-224d4de7cb4e,TechNet Dir,https://technet.microsoft.com/en-us/library/cc755121.aspx,"Microsoft. (n.d.). Dir. Retrieved April 18, 2016.",
tool--c11ac61d-50f4-444f-85d8-6f006067f0de,TechNet Route,https://technet.microsoft.com/en-us/library/bb490991.aspx,"Microsoft. (n.d.). Route. Retrieved April 17, 2016.",
tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27,Microsoft Esentutl,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-R2-and-2012/hh875546(v=ws.11),"Microsoft. (2016, August 30). Esentutl. Retrieved September 3, 2019.",
tool--c4810609-7da6-48ec-8057-1b70a7814db0,CME Github September 2018,https://github.com/byt3bl33d3r/CrackMapExec/wiki/SMB-Command-Reference,"byt3bl33d3r. (2018, September 8). SMB: Command Reference. Retrieved July 17, 2020.",
tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,Github Koadic,https://github.com/zerosum0x0/koadic,"Magius, J., et al. (2017, July 19). Koadic. Retrieved June 18, 2018.",
tool--c9703cd3-141c-43a0-a926-380082be5d04,TechNet Schtasks,https://technet.microsoft.com/en-us/library/bb490996.aspx,"Microsoft. (n.d.). Schtasks. Retrieved April 28, 2016.",
tool--c9cd7ec9-40b7-49db-80be-1399eddd9c52,Mandiant APT1,https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf,"Mandiant. (n.d.). APT1 Exposing One of China’s Cyber Espionage Units. Retrieved July 18, 2016.",
tool--ca656c25-44f1-471b-9d9f-e2a3bbb84973,Palo Alto Networks BBSRAT,http://researchcenter.paloaltonetworks.com/2015/12/bbsrat-attacks-targeting-russian-organizations-linked-to-roaming-tiger/,"Lee, B. Grunzweig, J. (2015, December 22). BBSRAT Attacks Targeting Russian Organizations Linked to Roaming Tiger. Retrieved August 19, 2016.",
tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,GitHub Pupy,https://github.com/n1nj4sec/pupy,"Nicolas Verdier. (n.d.). Retrieved January 29, 2018.",
tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f,Windows Commands JPCERT,https://blogs.jpcert.or.jp/en/2016/01/windows-commands-abused-by-attackers.html,"Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.",
tool--cf23bf4a-e003-4116-bbae-1ea6c558d565,Linux FTP,https://linux.die.net/man/1/ftp,"N/A. (n.d.). ftp(1) - Linux man page. Retrieved February 25, 2022.",
tool--d505fc8b-2e64-46eb-96d6-9ef7ffca5b66,Mythc Documentation,https://docs.mythic-c2.net/,"Thomas, C. (n.d.). Mythc Documentation. Retrieved March 25, 2022.",
tool--d5e96a35-7b0b-4c6a-9533-d63ecbda563e,NCSC Joint Report Public Tools,https://www.ncsc.gov.uk/report/joint-report-on-publicly-available-hacking-tools,"The Australian Cyber Security Centre (ACSC), the Canadian Centre for Cyber Security (CCCS), the New Zealand National Cyber Security Centre (NZ NCSC), CERT New Zealand, the UK National Cyber Security Centre (UK NCSC) and the US National Cybersecurity and Communications Integration Center (NCCIC). (2018, October 11). Joint report on publicly available hacking tools. Retrieved March 11, 2019.",
tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153,Microsoft SDelete July 2016,https://docs.microsoft.com/en-us/sysinternals/downloads/sdelete,"Russinovich, M. (2016, July 4). SDelete v2.0. Retrieved February 8, 2018.",
tool--da04ac30-27da-4959-a67d-450ce47d9470,Volexity Patchwork June 2018,https://www.volexity.com/blog/2018/06/07/patchwork-apt-group-targets-us-think-tanks/,"Meltzer, M, et al. (2018, June 07). Patchwork APT Group Targets US Think Tanks. Retrieved July 16, 2018.",
tool--e33267fe-099f-4af2-8730-63d49f8813b2,DFIR Ryuk's Return October 2020,https://thedfirreport.com/2020/10/08/ryuks-return/,"The DFIR Report. (2020, October 8). Ryuk’s Return. Retrieved October 9, 2020.",
tool--ed7d0cb1-87a6-43b4-9f46-ef1bc56d6c68,Dingledine Tor The Second-Generation Onion Router,http://www.dtic.mil/dtic/tr/fulltext/u2/a465464.pdf,"Roger Dingledine, Nick Mathewson and Paul Syverson. (2004). Tor: The Second-Generation Onion Router. Retrieved December 21, 2017.",
tool--f59508a6-3615-47c3-b493-6676e1a39a87,FireEye FIN6 Apr 2019,https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html,"McKeague, B. et al. (2019, April 5). Pick-Six: Intercepting a FIN6 Intrusion, an Actor Recently Tied to Ryuk and LockerGoga Ransomware. Retrieved April 17, 2019.",
tool--f91162cc-1686-4ff8-8115-bf3f61a4cc7a,Wevtutil Microsoft Documentation,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/wevtutil,"Microsoft. (n.d.). wevtutil. Retrieved September 14, 2021.",
tool--fbd727ea-c0dc-42a9-8448-9e12962d1ab5,Check Point Havij Analysis,https://blog.checkpoint.com/2015/05/14/analysis-havij-sql-injection-tool/,"Ganani, M. (2015, May 14). Analysis of the Havij SQL Injection tool. Retrieved March 19, 2018.",
tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,Russinovich Sysinternals,https://technet.microsoft.com/en-us/sysinternals/bb897553.aspx,"Russinovich, M. (2014, May 2). Windows Sysinternals PsExec v2.11. Retrieved May 13, 2015.",
tool--aafea02e-ece5-4bb2-91a6-3bf8c7f38a39,cobaltstrike manual,https://cobaltstrike.com/downloads/csmanual38.pdf,"Strategic Cyber LLC. (2017, March 14). Cobalt Strike Manual. Retrieved May 24, 2017.",
