x_mitre_domains,id,type,name,description
['enterprise-attack'],course-of-action--1c6bc7f3-d517-4971-aed4-8f939090846b,course-of-action,Port Monitors Mitigation,Identify and block potentially malicious software that may persist in this manner by using whitelisting (Citation: Beechey 2010) tools capable of monitoring DLL loads by processes running under SYSTEM permissions.
['enterprise-attack'],course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,course-of-action,Limit Access to Resource Over Network,"Prevent access to file shares, remote access to systems, unnecessary services. Mechanisms to limit access may include use of network concentrators, RDP gateways, etc."
['enterprise-attack'],course-of-action--1e4ef2c7-ee96-4484-9baa-3b5777561301,course-of-action,AppleScript Mitigation,Require that all AppleScript be signed by a trusted developer ID before being executed - this will prevent random AppleScript code from executing  (Citation: applescript signing). This subjects AppleScript code to the same scrutiny as other .app files passing through Gatekeeper.
['enterprise-attack'],course-of-action--1e614ba5-2fc5-4464-b512-2ceafb14d76d,course-of-action,Indirect Command Execution Mitigation,"Identify or block potentially malicious software that may contain abusive functionality by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP). These mechanisms can also be used to disable and/or limit user access to Windows utilities and file types/locations used to invoke malicious execution.(Citation: SpectorOPs SettingContent-ms Jun 2018)"
['enterprise-attack'],course-of-action--1f34230d-b6ae-4dc7-8599-78c18820bd21,course-of-action,Network Share Discovery Mitigation,"Identify unnecessary system utilities or potentially malicious software that may be used to acquire network share information, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--20a2baeb-98c2-4901-bad7-dc62d0a03dea,course-of-action,Remote Data Storage,Use remote security log and sensitive file storage where access can be controlled better to prevent exposure of intrusion detection log data or sensitive information.
['enterprise-attack'],course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,course-of-action,Filter Network Traffic,Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic.
['enterprise-attack'],course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,course-of-action,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc."
['enterprise-attack'],course-of-action--23061b40-a7b6-454f-8950-95d5ff80331c,course-of-action,Install Root Certificate Mitigation,"HTTP Public Key Pinning (HPKP) is one method to mitigate potential man-in-the-middle situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate. (Citation: Wikipedia HPKP)

Windows Group Policy can be used to manage root certificates and the <code>Flags</code> value of <code>HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Root\ProtectedRoots</code> can be set to 1 to prevent non-administrator users from making further root installations into their own HKCU certificate store. (Citation: SpectorOps Code Signing Dec 2017)"
['enterprise-attack'],course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,course-of-action,Limit Software Installation,Block users or groups from installing unapproved software.
['enterprise-attack'],course-of-action--23bff3ce-021c-4e7a-9aee-60fd40bc7c6c,course-of-action,Sudo Mitigation,"The sudoers file should be strictly edited such that passwords are always required and that users can’t spawn risky processes as users with higher privilege. By requiring a password, even if an adversary can get terminal access, they must know the password to run anything in the sudoers file."
['enterprise-attack'],course-of-action--24478001-2eb3-4b06-a02e-96b3d61d27ec,course-of-action,Multilayer Encryption Mitigation,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Use of encryption protocols may make typical network-based C2 detection more difficult due to a reduced ability to signature the traffic. Prior knowledge of adversary C2 infrastructure may be useful for domain and IP address blocking, but will likely not be an effective long-term solution because adversaries can change infrastructure often. (Citation: University of Birmingham C2)"
['enterprise-attack'],course-of-action--245075bc-f992-4d89-af8c-834c53d403f4,course-of-action,Transmitted Data Manipulation Mitigation,Identify critical business and system processes that may be targeted by adversaries and work to secure communications related to those processes against tampering. Encrypt all important data flows to reduce the impact of tailored modifications on data in transit.
['enterprise-attack'],course-of-action--2497ac92-e751-4391-82c6-1b86e34d0294,course-of-action,Automated Exfiltration Mitigation,"Identify unnecessary system utilities, scripts, or potentially malicious software that may be used to transfer data outside of a network, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--25d5e1d8-c6fb-4735-bc57-115a21222f4b,course-of-action,Application Window Discovery Mitigation,"Identify unnecessary system utilities or potentially malicious software that may be used to acquire information, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
"['enterprise-attack', 'mobile-attack']",course-of-action--25dc1ce8-eb55-4333-ae30-a7cb4f5894a1,course-of-action,Application Developer Guidance,This mitigation describes any guidance or training given to developers of applications to avoid introducing security weaknesses that an adversary may be able to take advantage of.
['enterprise-attack'],course-of-action--25e53928-6f33-49b7-baee-8180578286f6,course-of-action,System Firmware Mitigation,Prevent adversary access to privileged accounts or access necessary to perform this technique. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. Patch the BIOS and EFI as necessary. Use Trusted Platform Module technology. (Citation: TCG Trusted Platform Module)
['enterprise-attack'],course-of-action--28adf6fd-ab6c-4553-9aa7-cef18a191f33,course-of-action,Data Compressed Mitigation,"Identify unnecessary system utilities, third-party tools, or potentially malicious software that may be used to compress files, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)

If network intrusion prevention or data loss prevention tools are set to block specific file types from leaving the network over unencrypted channels, then an adversary may move to an encrypted channel."
['enterprise-attack'],course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,course-of-action,Limit Hardware Installation,"Block users or groups from installing or using unapproved hardware on systems, including USB devices."
['enterprise-attack'],course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,course-of-action,User Training,"Train users to be aware of access or manipulation attempts by an adversary to reduce the risk of successful spearphishing, social engineering, and other techniques that involve user interaction."
['enterprise-attack'],course-of-action--2a8de25c-f743-4348-b101-3ee33ab5871b,course-of-action,Data Encrypted Mitigation,"Identify unnecessary system utilities, third-party tools, or potentially malicious software that may be used to encrypt files, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--2ace01f8-67c8-43eb-b7b1-a7b9f1fe67e1,course-of-action,File and Directory Discovery Mitigation,"File system activity is a common part of an operating system, so it is unlikely that mitigation would be appropriate for this technique. It may still be beneficial to identify and block unnecessary system utilities or potentially malicious software by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,course-of-action,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.
['enterprise-attack'],course-of-action--2c3ce852-06a2-40ee-8fe6-086f6402a739,course-of-action,Hypervisor Mitigation,Prevent adversary access to privileged accounts necessary to install a hypervisor.
['enterprise-attack'],course-of-action--2d704e56-e689-4011-b989-bf4e025a8727,course-of-action,Plist Modification Mitigation,Prevent plist files from being modified by users by making them read-only.
['enterprise-attack'],course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,course-of-action,Operating System Configuration,Make configuration changes related to the operating system or a common feature of the operating system that result in system hardening against techniques.
['enterprise-attack'],course-of-action--308855d1-078b-47ad-8d2a-8f9b2713ffb5,course-of-action,Windows Admin Shares Mitigation,"Do not reuse local administrator account passwords across systems. Ensure password complexity and uniqueness such that the passwords cannot be cracked or guessed. Deny remote use of local admin credentials to log into systems. Do not allow domain user accounts to be in the local Administrators group multiple systems.

Identify unnecessary system utilities or potentially malicious software that may be used to leverage SMB and the Windows admin shares, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--313c8b20-4d49-40c1-9ac0-4c573aca28f3,course-of-action,Winlogon Helper DLL Mitigation,"Limit the privileges of user accounts so that only authorized administrators can perform Winlogon helper changes.

Identify and block potentially malicious software that may be executed through the Winlogon helper process by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown DLLs."
['enterprise-attack'],course-of-action--337172b1-b003-4034-8a3f-1d89a71da628,course-of-action,Runtime Data Manipulation Mitigation,"Identify critical business and system processes that may be targeted by adversaries and work to secure those systems against tampering. Prevent critical business and system processes from being replaced, overwritten, or reconfigured to load potentially malicious code. Identify potentially malicious software and audit and/or block it by using whitelisting(Citation: Beechey 2010) tools, like AppLocker,(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker) or Software Restriction Policies(Citation: Corio 2008) where appropriate.(Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--33f76731-b840-446f-bee0-53687dad24d9,course-of-action,Image File Execution Options Injection Mitigation,"This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of operating system design features. For example, mitigating all IFEO will likely have unintended side effects, such as preventing legitimate software (i.e., security products) from operating properly. (Citation: Microsoft IFEOorMalware July 2015) Efforts should be focused on preventing adversary tools from running earlier in the chain of activity and on identifying subsequent malicious behavior.

Identify and block potentially malicious software that may be executed through IFEO by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown executables."
['enterprise-attack'],course-of-action--34d6a2ef-370e-4d21-a34b-6208b7c78f31,course-of-action,Process Doppelgänging Mitigation,"This type of attack technique cannot be easily mitigated with preventive controls or patched since it is based on the abuse of operating system design features. For example, mitigating specific API calls will likely have unintended side effects, such as preventing legitimate process-loading mechanisms from operating properly. Efforts should be focused on preventing adversary tools from running earlier in the chain of activity and on identifying subsequent malicious behavior.

Although Process Doppelgänging may be used to evade certain types of defenses, it is still good practice to identify potentially malicious software that may be used to perform adversarial actions and audit and/or block it by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d,course-of-action,File Deletion Mitigation,"Identify unnecessary system utilities, third-party tools, or potentially malicious software that may be used to delete files, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725,course-of-action,Exploitation for Defense Evasion Mitigation,"Update software regularly by employing patch management for internal enterprise endpoints and servers. Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization. Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing, if available. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. The risks of additional exploits and weaknesses in implementation may still exist. (Citation: Ars Technica Pwn2Own 2017 VM Escape)

Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility and may not work for software targeted for defense evasion."
['enterprise-attack'],course-of-action--383caaa3-c46a-4f61-b2e3-653eb132f0e7,course-of-action,Email Collection Mitigation,"Use of encryption provides an added layer of security to sensitive information sent over email. Encryption using public key cryptography requires the adversary to obtain the private certificate along with an encryption key to decrypt messages.

Use of two-factor authentication for public-facing webmail servers is also a recommended best practice to minimize the usefulness of user names and passwords to adversaries.

Identify unnecessary system utilities or potentially malicious software that may be used to collect email data files or access the corporate email server, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
['enterprise-attack'],course-of-action--388606d3-f38f-45bf-885d-a9dc9df3c8a8,course-of-action,Disabling Security Tools Mitigation,"Ensure proper process, registry, and file permissions are in place to prevent adversaries from disabling or interfering with security services."
['enterprise-attack'],course-of-action--39706d54-0d06-4a25-816a-78cc43455100,course-of-action,Data from Removable Media Mitigation,"Identify unnecessary system utilities or potentially malicious software that may be used to collect data from removable media, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
