id,source_name,url,description,external_id
course-of-action--313c8b20-4d49-40c1-9ac0-4c573aca28f3,NSA MS AppLocker,https://apps.nsa.gov/iaarchive/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm,"NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.",
course-of-action--337172b1-b003-4034-8a3f-1d89a71da628,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--33f76731-b840-446f-bee0-53687dad24d9,NSA MS AppLocker,https://apps.nsa.gov/iaarchive/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm,"NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.",
course-of-action--34d6a2ef-370e-4d21-a34b-6208b7c78f31,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725,Wikipedia Control Flow Integrity,https://en.wikipedia.org/wiki/Control-flow_integrity,"Wikipedia. (2018, January 11). Control-flow integrity. Retrieved March 12, 2018.",
course-of-action--383caaa3-c46a-4f61-b2e3-653eb132f0e7,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--388606d3-f38f-45bf-885d-a9dc9df3c8a8,mitre-attack,https://attack.mitre.org/mitigations/T1089,,T1089
course-of-action--39706d54-0d06-4a25-816a-78cc43455100,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--399d9038-b100-43ef-b28d-a5065106b935,University of Birmingham C2,https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",
course-of-action--3a41b366-cfd6-4af2-a6e7-3c6e3c4ebcef,Microsoft UAC,https://msdn.microsoft.com/library/windows/desktop/dn742497.aspx,"Microsoft. (n.d.). User Account Control. Retrieved January 18, 2018.",
course-of-action--3a476d83-43eb-4fad-9b75-b1febd834e3d,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--3bd2cf87-1ceb-4317-9aee-3e7dc713261b,University of Birmingham C2,https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",
course-of-action--3e7018e9-7389-48e7-9208-0bdbcbba9483,Securing bash history,http://www.akyl.net/securing-bashhistory-file-make-sure-your-linux-system-users-won%E2%80%99t-hide-or-delete-their-bashhistory,"Mathew Branwell. (2012, March 21). Securing .bash_history file. Retrieved July 8, 2017.",
course-of-action--3e9f8875-d2f7-4380-a578-84393bd3b025,NSA Spotting,https://apps.nsa.gov/iaarchive/library/reports/spotting-the-adversary-with-windows-event-log-monitoring.cfm,"National Security Agency/Central Security Service Information Assurance Directorate. (2015, August 7). Spotting the Adversary with Windows Event Log Monitoring. Retrieved September 6, 2018.",
course-of-action--3efe43d1-6f3f-4fcb-ab39-4a730971f70b,mitre-attack,https://attack.mitre.org/mitigations/M1053,,M1053
course-of-action--402e92cd-5608-4f4b-9a34-a2c962e4bcd7,mitre-attack,https://attack.mitre.org/mitigations/T1160,,T1160
course-of-action--417fed8c-bd76-48b5-90a2-a88882a95241,mitre-attack,https://attack.mitre.org/mitigations/T1489,,T1489
course-of-action--41cff8e9-fd05-408e-b3d5-d98c54c20bcf,Symantec SSH and ssh-agent,https://www.symantec.com/connect/articles/ssh-and-ssh-agent,"Hatch, B. (2004, November 22). SSH and ssh-agent. Retrieved January 8, 2018.",
course-of-action--429a5c0c-e132-45c0-a4aa-c1f736c92a1c,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--4320b080-9ae9-4541-9b8b-bcd0961dbbbd,mitre-attack,https://attack.mitre.org/mitigations/T1074,,T1074
course-of-action--43b366a4-b5ff-4d4e-8a3b-f09a9d2faff5,NIST Server Security July 2008,https://nvlpubs.nist.gov/nistpubs/legacy/sp/nistspecialpublication800-123.pdf,"Scarfone, K. et al.. (2008, July). NIST Special Publication 800-123 - Guide to General Server Security. Retrieved July 26, 2018.",
course-of-action--44155d14-ca75-4fdf-b033-ab3d732e2884,Kernel.org Restrict Kernel Module,https://patchwork.kernel.org/patch/8754821/,"Vander Stoep, J. (2016, April 5). [v3] selinux: restrict kernel module loadinglogin  register. Retrieved April 9, 2018.",
course-of-action--4490fee2-5c70-4db3-8db5-8d88767dbd55,mitre-attack,https://attack.mitre.org/mitigations/T1214,,T1214
course-of-action--45e7f570-6a0b-4095-bf02-4bca05da6bae,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--4689b9fb-dca4-473e-831b-34717ad50c97,University of Birmingham C2,https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",
course-of-action--46acc565-11aa-40ba-b629-33ba0ab9b07b,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--46b7ef91-4e1d-43c5-a2eb-00fa9444f6f4,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitre-attack,https://attack.mitre.org/mitigations/M1038,,M1038
course-of-action--49961e75-b493-423a-9ec7-ac2d6f55384a,Microsoft Password Complexity,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/password-must-meet-complexity-requirements,"Hall, J., Lich, B. (2017, September 9). Password must meet complexity requirements. Retrieved April 5, 2018.",
course-of-action--49c06d54-9002-491d-9147-8efb537fbd26,mitre-attack,https://attack.mitre.org/mitigations/M1043,,M1043
course-of-action--4a99fecc-680b-448e-8fe7-8144c60d272c,NIST 800-63-3,https://pages.nist.gov/800-63-3/sp800-63b.html,"Grassi, P., et al. (2017, December 1). SP 800-63-3, Digital Identity Guidelines. Retrieved January 16, 2019.",
course-of-action--4b998a71-7b8f-4dcc-8f3f-277f2e740271,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--4f170666-7edb-4489-85c2-9affa28a72e0,mitre-attack,https://attack.mitre.org/mitigations/T1156,,T1156
course-of-action--51048ba0-a5aa-41e7-bf5d-993cd217dfb2,mitre-attack,https://attack.mitre.org/mitigations/T1216,,T1216
course-of-action--514e7371-a344-4de7-8ec3-3aa42b801d52,University of Birmingham C2,https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",
course-of-action--515f6584-fa98-44fe-a4e8-e428c7188514,University of Birmingham C2,https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",
course-of-action--51b37302-b844-4c08-ac98-ae6955ed1f55,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--5391ece4-8866-415d-9b5e-8dc5944f612a,mitre-attack,https://attack.mitre.org/mitigations/T1153,,T1153
course-of-action--53b3b027-bed3-480c-9101-1247047d0fe6,Windows RDP Sessions,https://technet.microsoft.com/en-us/library/cc754272(v=ws.11).aspx,"Microsoft. (n.d.). Configure Timeout and Reconnection Settings for Remote Desktop Services Sessions. Retrieved December 11, 2017.",
course-of-action--54246e2e-683f-4bf2-be4c-d7d5a60e7d22,Microsoft SMB Packet Signing,https://docs.microsoft.com/en-us/previous-versions/system-center/operations-manager-2005/cc180803(v=technet.10),"Microsoft. (2008, September 10). Using SMB Packet Signing. Retrieved February 7, 2019.",
course-of-action--548bf7ad-e19c-4d74-84bf-84ac4e57f505,mitre-attack,https://attack.mitre.org/mitigations/T1204,,T1204
course-of-action--54e8722d-2faf-4b1b-93b6-6cbf9551669f,Wikipedia 802.1x,https://en.wikipedia.org/wiki/IEEE_802.1X,"Wikipedia. (2018, March 30). IEEE 802.1X. Retrieved April 11, 2018.",
course-of-action--56648de3-8947-4559-90c4-eda10acc0f5a,mitre-attack,https://attack.mitre.org/mitigations/T1142,,T1142
course-of-action--57019a80-8523-46b6-be7d-f763a15a2cc6,Ars Technica Pwn2Own 2017 VM Escape,https://arstechnica.com/information-technology/2017/03/hack-that-escapes-vm-by-exploiting-edge-browser-fetches-105000-at-pwn2own/,"Goodin, D. (2017, March 17). Virtual machine escape fetches $105,000 at Pwn2Own hacking contest - updated. Retrieved March 12, 2018.",
course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,mitre-attack,https://attack.mitre.org/mitigations/M1045,,M1045
course-of-action--5c167af7-c2cb-42c8-ae67-3fb275bf8488,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--5c49bc54-9929-48ca-b581-7018219b5a97,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--5d8507c4-603e-4fe1-8a4a-b8241f58734b,OWASP Top 10 2017,https://owasp.org/www-project-top-ten/OWASP_Top_Ten_2017/,"OWASP. (2017, April 16). OWASP Top 10 2017 - The Ten Most Critical Web Application Security Risks. Retrieved February 12, 2019.",
course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,mitre-attack,https://attack.mitre.org/mitigations/M1039,,M1039
course-of-action--61d02387-351a-453e-a575-160a9abc3e04,Re-Open windows on Mac,https://support.apple.com/en-us/HT204005,"Apple. (2016, December 6). Automatically re-open windows, apps, and documents on your Mac. Retrieved July 11, 2017.",
course-of-action--624d063d-cda8-4616-b4e4-54c04e427aec,NSA MS AppLocker,https://apps.nsa.gov/iaarchive/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm,"NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.",
course-of-action--62ae52c9-7197-4f5b-be1d-10d2e1df2c96,Mandiant No Easy Breach,http://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016,"Dunwoody, M. and Carr, N.. (2016, September 27). No Easy Breach DerbyCon 2016. Retrieved October 4, 2016.",
course-of-action--65401701-019d-44ff-b223-08d520bb0e7b,PurpleSec Data Loss Prevention,https://purplesec.us/data-loss-prevention/,"Michael Swanagan. (2020, October 24). 7 Data Loss Prevention Best Practices & Strategies. Retrieved August 30, 2021.",
course-of-action--654addf1-47ab-410a-8578-e1a0dc2a49b8,CERT-EU DDoS March 2017,http://cert.europa.eu/static/WhitePapers/CERT-EU_Security_Whitepaper_DDoS_17-003.pdf,"Meintanis, S., Revuelto, V., Socha, K.. (2017, March 10). DDoS Overview and Response Guide. Retrieved April 24, 2019.",
course-of-action--65da1eb6-d35d-4853-b280-98a76c0aef53,mitre-attack,https://attack.mitre.org/mitigations/T1190,,T1190
course-of-action--676975b9-7e8e-463d-a31e-4ed2ecbfed81,mitre-attack,https://attack.mitre.org/mitigations/T1109,,T1109
course-of-action--684feec3-f9ba-4049-9d8f-52d52f3e0e40,TechNet Applocker vs SRP,https://technet.microsoft.com/en-us/library/ee791851.aspx,"Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.",
course-of-action--6cac62ce-550b-4793-8ee6-6a1b8836edb0,mitre-attack,https://attack.mitre.org/mitigations/T1070,,T1070
course-of-action--6e7db820-9735-4545-bc64-039bc4ce354b,mitre-attack,https://attack.mitre.org/mitigations/T1149,,T1149
course-of-action--7009ba4d-83d4-4851-9fbb-e09e28497765,US-CERT APT Energy Oct 2017,https://www.us-cert.gov/ncas/alerts/TA17-293A,"US-CERT. (2017, October 20). Alert (TA17-293A): Advanced Persistent Threat Activity Targeting Energy and Other Critical Infrastructure Sectors. Retrieved November 2, 2017.",
course-of-action--70886857-0f19-4caa-b081-548354a8a994,mitre-attack,https://attack.mitre.org/mitigations/T1495,,T1495
course-of-action--72dade3e-1cba-4182-b3b3-a77ca52f02a1,mitre-attack,https://attack.mitre.org/mitigations/M1025,,M1025
course-of-action--752db800-ea54-4e7a-b4c1-2a0292350ea7,mitre-attack,https://attack.mitre.org/mitigations/T1188,,T1188
course-of-action--7708ac15-4beb-4863-a1a5-da2d63fb8a3c,mitre-attack,https://attack.mitre.org/mitigations/T1220,,T1220
course-of-action--77fd4d73-6b79-4593-82e7-e4a439cc7604,mitre-attack,https://attack.mitre.org/mitigations/T1161,,T1161
course-of-action--787fb64d-c87b-4ee5-a341-0ef17ec4c15c,mitre-attack,https://attack.mitre.org/mitigations/M1055,,M1055
course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,mitre-attack,https://attack.mitre.org/mitigations/M1056,,M1056
course-of-action--797312d4-8a84-4daf-9c56-57da4133c322,mitre-attack,https://attack.mitre.org/mitigations/T1199,,T1199
course-of-action--7a14d974-f3d9-4e4e-9b7d-980385762908,mitre-attack,https://attack.mitre.org/mitigations/T1073,,T1073
course-of-action--7a4d0054-53cd-476f-88af-955dddc80ee0,Wikipedia Control Flow Integrity,https://en.wikipedia.org/wiki/Control-flow_integrity,"Wikipedia. (2018, January 11). Control-flow integrity. Retrieved March 12, 2018.",
course-of-action--7a6e5ca3-562f-4185-a323-f3b62b5b2e6b,Microsoft DLL Security,https://msdn.microsoft.com/library/windows/desktop/ff919712.aspx,"Microsoft. (n.d.). Dynamic-Link Library Security. Retrieved November 27, 2017.",
course-of-action--7aee8ea0-0baa-4232-b379-5d9ce98352cf,mitre-attack,https://attack.mitre.org/mitigations/T1179,,T1179
course-of-action--7bb5fae9-53ad-4424-866b-f0ea2a8b731d,mitre-attack,https://attack.mitre.org/mitigations/M1020,,M1020
