id,source_name,url,description,external_id
attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336,Kubernetes API,https://kubernetes.io/docs/concepts/overview/kubernetes-api/,"The Kubernetes Authors. (n.d.). The Kubernetes API. Retrieved March 29, 2021.",
attack-pattern--04a5a8ab-3bc8-4c83-95c9-55274a89786d,BlackWater Malware Cloudflare Workers,https://www.bleepingcomputer.com/news/security/blackwater-malware-abuses-cloudflare-workers-for-c2-communication/,"Lawrence Abrams. (2020, March 14). BlackWater Malware Abuses Cloudflare Workers for C2 Communication. Retrieved July 8, 2022.",
attack-pattern--04ee0cb7-dac3-4c6c-9387-4c6aa096f4cf,Antiquated Mac Malware,https://blog.malwarebytes.com/threat-analysis/2017/01/new-mac-backdoor-using-antiquated-code/,"Thomas Reed. (2017, January 18). New Mac backdoor using antiquated code. Retrieved July 5, 2017.",
attack-pattern--04ef4356-8926-45e2-9441-634b6f3dcecb,Malware Persistence on OS X,https://www.virusbulletin.com/uploads/pdf/conference/vb2014/VB2014-Wardle.pdf,"Patrick Wardle. (2015). Malware Persistence on OS X Yosemite. Retrieved July 10, 2017.",
attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,Wikipedia Character Encoding,https://en.wikipedia.org/wiki/Character_encoding,"Wikipedia. (2017, February 19). Character Encoding. Retrieved March 1, 2017.",
attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,Sentinel Labs,https://www.sentinelone.com/labs/fade-dead-adventures-in-reversing-malicious-run-only-applescripts/,"Phil Stokes. (2021, January 11). FADE DEAD | Adventures in Reversing Malicious Run-Only AppleScripts. Retrieved September 30, 2022.",
attack-pattern--06780952-177c-4247-b978-79c357fb311f,Sofacy Komplex Trojan,https://researchcenter.paloaltonetworks.com/2016/09/unit42-sofacys-komplex-os-x-trojan/,"Dani Creus, Tyler Halfpop, Robert Falcone. (2016, September 26). Sofacy's 'Komplex' OS X Trojan. Retrieved July 8, 2017.",
attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771,PAM Creds,https://x-c3ll.github.io/posts/PAM-backdoor-DNS/,"Fernández, J. M. (2018, June 27). Exfiltrating credentials via PAM backdoors & DNS requests. Retrieved June 26, 2020.",
attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,Google - Restore Cloud Snapshot,https://cloud.google.com/compute/docs/disks/restore-and-delete-snapshots,"Google. (2019, October 7). Restoring and deleting persistent disk snapshots. Retrieved October 8, 2019.",
attack-pattern--086952c4-5b90-4185-b573-02bad8e11953,capec,https://capec.mitre.org/data/definitions/13.html,,CAPEC-13
attack-pattern--09312b1a-c3c6-4b45-9844-3ccc78e5d82f,ThreatConnect Infrastructure Dec 2020,https://threatconnect.com/blog/infrastructure-research-hunting/,"ThreatConnect. (2020, December 15). Infrastructure Research and Hunting: Boiling the Domain Ocean. Retrieved October 12, 2021.",
attack-pattern--0979abf9-4e26-43ec-9b6e-54efc4e70fca,Medium SSL Cert,https://medium.com/@menakajain/export-download-ssl-certificate-from-server-site-url-bcfc41ea46a2,"Jain, M. (2019, September 16). Export & Download — SSL Certificate from Server (Site URL). Retrieved October 20, 2020.",
attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,Adventures of a Keystroke,http://opensecuritytraining.info/Keylogging_files/The%20Adventures%20of%20a%20Keystroke.pdf,"Tinaztepe,  E. (n.d.). The Adventures of a Keystroke:  An in-depth look into keyloggers on Windows. Retrieved April 27, 2016.",
attack-pattern--09b008a9-b4eb-462a-a751-a0eb58050cd9,Microsoft File Folder Exclusions,https://learn.microsoft.com/en-us/microsoft-365/security/defender-endpoint/configure-contextual-file-folder-exclusions-microsoft-defender-antivirus,"Microsoft. (2024, February 27). Contextual file and folder exclusions. Retrieved March 29, 2024.",
attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345,20 macOS Common Tools and Techniques,https://labs.sentinelone.com/20-common-tools-techniques-used-by-macos-threat-actors-malware/,"Phil Stokes. (2021, February 16). 20 Common Tools & Techniques Used by macOS Threat Actors & Malware. Retrieved August 23, 2021.",
attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,US-CERT TA18-068A 2018,https://www.us-cert.gov/ncas/alerts/TA18-086A,"US-CERT. (2018, March 27). TA18-068A Brute Force Attacks Conducted by Cyber Actors. Retrieved October 2, 2019.",
attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,Enigma0x3 PubPrn Bypass,https://enigma0x3.net/2017/08/03/wsh-injection-a-case-study/,"Nelson, M. (2017, August 3). WSH INJECTION: A CASE STUDY. Retrieved April 9, 2018.",
attack-pattern--0a241b6c-7bb2-48f9-98f7-128145b4d27f,ZDNET Selling Data,https://www.zdnet.com/article/a-hacker-group-is-selling-more-than-73-million-user-records-on-the-dark-web/,"Cimpanu, C. (2020, May 9). A hacker group is selling more than 73 million user records on the dark web. Retrieved October 20, 2020.",
attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,Brining MimiKatz to Unix,https://labs.portcullis.co.uk/download/eu-18-Wadhwa-Brown-Where-2-worlds-collide-Bringing-Mimikatz-et-al-to-UNIX.pdf,"Tim Wadhwa-Brown. (2018, November). Where 2 worlds collide Bringing Mimikatz et al to UNIX. Retrieved October 13, 2021.",
attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,Linux Shared Libraries,https://tldp.org/HOWTO/Program-Library-HOWTO/shared-libraries.html,"Wheeler, D. (2003, April 11). Shared Libraries. Retrieved September 7, 2023.",
attack-pattern--0ad7bc5c-235a-4048-944b-3b286676cb74,US-CERT-TA18-106A,https://www.us-cert.gov/ncas/alerts/TA18-106A,"US-CERT. (2018, April 20). Alert (TA18-106A) Russian State-Sponsored Cyber Actors Targeting Network Infrastructure Devices. Retrieved October 19, 2020.",
attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9,Symantec Shamoon 2012,https://www.symantec.com/connect/blogs/shamoon-attacks,"Symantec. (2012, August 16). The Shamoon Attacks. Retrieved March 14, 2019.",
attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,USNYAG IranianBotnet March 2016,https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged,"Preet Bharara, US Attorney. (2016, March 24). Retrieved April 23, 2019.",
attack-pattern--0bf78622-e8d2-41da-a857-731472d61a92,DOJ Lazarus Sony 2018,https://www.justice.gov/opa/press-release/file/1092091/download,"Department of Justice. (2018, September 6). Criminal Complaint - United States of America v. PARK JIN HYOK. Retrieved March 29, 2019.",
attack-pattern--0c2d00da-7742-49e7-9928-4514e5075d32,nixCraft macOS PATH variables,https://www.cyberciti.biz/faq/appleosx-bash-unix-change-set-path-environment-variable/,"Vivek Gite. (2023, August 22). MacOS – Set / Change $PATH Variable Command. Retrieved September 28, 2023.",
attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a,Microsoft SharePoint Logging,https://support.office.com/en-us/article/configure-audit-settings-for-a-site-collection-a9920c97-38c0-44f2-8bcb-4cf1e2ae22d2,"Microsoft. (2017, July 19). Configure audit settings for a site collection. Retrieved April 4, 2018.",
attack-pattern--0c8ab3eb-df48-4b9c-ace7-beacaac81cc5,LOLBAS Esentutl,https://lolbas-project.github.io/lolbas/Binaries/Esentutl/,"LOLBAS. (n.d.). Esentutl.exe. Retrieved September 3, 2019.",
attack-pattern--0ca7beef-9bbc-4e35-97cf-437384ddce6a,Seclists Kanthak 7zip Installer,http://seclists.org/fulldisclosure/2015/Dec/34,"Kanthak, S. (2015, December 8). Executable installers are vulnerable^WEVIL (case 7): 7z*.exe	allows remote code execution with escalation of privilege. Retrieved March 10, 2017.",
attack-pattern--0cc222f5-c3ff-48e6-9f52-3314baf9d37e,OpenAI-CTI,https://openai.com/blog/disrupting-malicious-uses-of-ai-by-state-affiliated-threat-actors,"OpenAI. (2024, February 14). Disrupting malicious uses of AI by state-affiliated threat actors. Retrieved March 11, 2024.",
attack-pattern--0cf55441-b176-4332-89e7-2c4c7799d0ff,Microsoft Cloud App Security,https://techcommunity.microsoft.com/t5/security-compliance-and-identity/rule-your-inbox-with-microsoft-cloud-app-security/ba-p/299154,"Niv Goldenberg. (2018, December 12). Rule your inbox with Microsoft Cloud App Security. Retrieved June 7, 2021.",
attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,Trend Micro Deep Dive Into Defacement,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf,"Marco Balduzzi, Ryan Flores, Lion Gu, Federico Maggi, Vincenzo Ciancaglini, Roel Reyes, Akira Urano. (n.d.). A Deep Dive into Defacement: How Geopolitical Events Trigger Web Attacks. Retrieved April 19, 2019.",
attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,SFX - Encrypted/Encoded File,https://www.crowdstrike.com/blog/self-extracting-archives-decoy-files-and-their-hidden-payloads/,"Jai Minton. (2023, March 31). How Falcon OverWatch Investigates Malicious Self-Extracting Archives, Decoy Files and Their Hidden Payloads. Retrieved March 29, 2024.",
attack-pattern--0dbf5f1b-a560-4d51-ac1b-d70caab3e1f0,GitHub Conveigh,https://github.com/Kevin-Robertson/Conveigh,"Robertson, K. (2016, August 28). Conveigh. Retrieved November 17, 2017.",
attack-pattern--0dda99f0-4701-48ca-9774-8504922e92d3,Circl Passive DNS,https://www.circl.lu/services/passive-dns/,"CIRCL Computer Incident Response Center. (n.d.). Passive DNS. Retrieved October 20, 2020.",
attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7,Arbor AnnualDoSreport Jan 2018,https://pages.arbornetworks.com/rs/082-KNA-087/images/13th_Worldwide_Infrastructure_Security_Report.pdf,"Philippe Alcoy, Steinthor Bjarnason, Paul Bowen, C.F. Chui, Kirill Kasavchnko, and Gary Sockrider of Netscout Arbor. (2018, January). Insight into the Global Threat Landscape - Netscout Arbor's 13th Annual Worldwide Infrastructure Security Report. Retrieved April 22, 2019.",
attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,Wikipedia Rootkit,https://en.wikipedia.org/wiki/Rootkit,"Wikipedia. (2016, June 1). Rootkit. Retrieved June 2, 2016.",
attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3,Microsoft Profiles,https://docs.microsoft.com/powershell/module/microsoft.powershell.core/about/about_profiles,"Microsoft. (2021, September 27). about_Profiles. Retrieved February 4, 2022.",
attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,MDSec macOS JXA and VSCode,https://www.mdsec.co.uk/2021/01/macos-post-exploitation-shenanigans-with-vscode-extensions/,"Dominic Chell. (2021, January 1). macOS Post-Exploitation Shenanigans with VSCode Extensions. Retrieved April 20, 2021.",
attack-pattern--0ff59227-8aa8-4c09-bf1f-925605bd07ea,Sean Metcalf Twitter DNS Records,https://twitter.com/PyroTek3/status/1126487227712921600/photo/1,"Sean Metcalf. (2019, May 9). Sean Metcalf Twitter. Retrieved May 27, 2022.",
attack-pattern--0fff2797-19cb-41ea-a5f1-8a9303b8158e,Rapid7 Service Persistence 22JUNE2016,https://www.rapid7.com/db/modules/exploit/linux/local/service_persistence,"Rapid7. (2016, June 22). Service Persistence. Retrieved April 23, 2019.",
attack-pattern--101c3a64-9ba5-46c9-b573-5c501053cbca,OSX Coldroot RAT,https://objective-see.com/blog/blog_0x2A.html,"Patrick Wardle. (2018, February 17). Tearing Apart the Undetected (OSX)Coldroot RAT. Retrieved August 8, 2019.",
attack-pattern--1035cdf2-3e5f-446f-a7a7-e8f6d7925967,ESET Attor Oct 2019,https://www.welivesecurity.com/wp-content/uploads/2019/10/ESET_Attor.pdf,"Hromcova, Z. (2019, October). AT COMMANDS, TOR-BASED COMMUNICATIONS: MEET ATTOR, A FANTASY CREATURE AND ALSO A SPY PLATFORM. Retrieved May 6, 2020.",
attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5,OSX Malware Detection,https://www.synack.com/wp-content/uploads/2016/03/RSA_OSX_Malware.pdf,"Patrick Wardle. (2016, February 29). Let's Play Doctor: Practical OS X Malware Detection & Analysis. Retrieved July 10, 2017.",
attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,Trend Micro Exposed Docker Server,https://www.trendmicro.com/en_us/research/20/f/xorddos-kaiji-botnet-malware-variants-target-exposed-docker-servers.html,"Remillano II, A., et al. (2020, June 20). XORDDoS, Kaiji Variants Target Exposed Docker Servers. Retrieved April 5, 2021.",
attack-pattern--10d5f3b7-6be6-4da5-9a77-0f1e2bbfcc44,ITWorld Hard Disk Health Dec 2014,https://www.itworld.com/article/2853992/3-tools-to-check-your-hard-drives-health-and-make-sure-its-not-already-dying-on-you.html,"Pinola, M. (2014, December 14). 3 tools to check your hard drive's health and make sure it's not already dying on you. Retrieved October 2, 2018.",
attack-pattern--10ff21b9-5a01-4268-a1b5-3b55015f1847,Writing Bad Malware for OSX,https://www.blackhat.com/docs/us-15/materials/us-15-Wardle-Writing-Bad-A-Malware-For-OS-X.pdf,"Patrick Wardle. (2015). Writing Bad @$$ Malware for OS X. Retrieved July 10, 2017.",
attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff,Talos Roblox Scam 2023,https://blog.talosintelligence.com/roblox-scam-overview/,"Tiago Pereira. (2023, November 2). Attackers use JavaScript URLs, API forms and more to scam users in popular online game “Roblox”. Retrieved January 2, 2024.",
attack-pattern--1126cab1-c700-412f-a510-61f4937bb096,Threat Matrix for Kubernetes,https://www.microsoft.com/security/blog/2020/04/02/attack-matrix-kubernetes/,"Weizman, Y. (2020, April 2). Threat Matrix for Kubernetes. Retrieved March 30, 2021.",
attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd,Elastic Predicting DGA,https://arxiv.org/pdf/1611.00791.pdf,"Ahuja, A., Anderson, H., Grant, D., Woodbridge, J.. (2016, November 2). Predicting Domain Generation Algorithms with Long Short-Term Memory Networks. Retrieved April 26, 2019.",
attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,Seqrite DoubleExtension,https://www.seqrite.com/blog/how-to-avoid-dual-attack-and-vulnerable-files-with-double-extension/,"Seqrite. (n.d.). How to avoid dual attack and vulnerable files with double extension?. Retrieved July 27, 2021.",
attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073,Github UACMe,https://github.com/hfiref0x/UACME,"UACME Project. (2016, June 16). UACMe. Retrieved July 26, 2016.",
attack-pattern--128c55d3-aeba-469f-bd3e-c8996ab4112a,WindowsIR Anti-Forensic Techniques,http://windowsir.blogspot.com/2013/07/howto-determinedetect-use-of-anti.html,"Carvey, H. (2013, July 23). HowTo: Determine/Detect the use of Anti-Forensics Techniques. Retrieved June 3, 2016.",
attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,mitre-attack,https://attack.mitre.org/techniques/T1016/001,,T1016.001
attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0,cybereason osx proton,https://www.cybereason.com/blog/labs-proton-b-what-this-mac-malware-actually-does,"Amit Serper. (2018, May 10). ProtonB What this Mac Malware Actually Does. Retrieved March 19, 2018.",
attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b,ESET Sednit Part 2,http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf,"ESET. (2016, October). En Route with Sednit - Part 2: Observing the Comings and Goings. Retrieved November 21, 2016.",
attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,Mandiant M-Trends 2020,https://content.fireeye.com/m-trends/rpt-m-trends-2020,"Mandiant. (2020, February). M-Trends 2020. Retrieved April 24, 2020.",
attack-pattern--149b477f-f364-4824-b1b5-aa1d56115869,Justice GRU 2024,https://www.justice.gov/opa/pr/justice-department-conducts-court-authorized-disruption-botnet-controlled-russian,"Office of Public Affairs. (2024, February 15). Justice Department Conducts Court-Authorized Disruption of Botnet Controlled by the Russian Federation’s Main Intelligence Directorate of the General Staff (GRU). Retrieved March 28, 2024.",
attack-pattern--155207c0-7f53-4f13-a06b-0a9907ef5096,Masquerads-Guardio,https://labs.guard.io/masquerads-googles-ad-words-massively-abused-by-threat-actors-targeting-organizations-gpus-42ae73ee8a1e,"Tal, Nati. (2022, December 28). “MasquerAds” — Google’s Ad-Words Massively Abused by Threat Actors, Targeting Organizations, GPUs and Crypto Wallets. Retrieved February 21, 2023.",
attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,CrowdStrike BloodHound April 2018,https://www.crowdstrike.com/blog/hidden-administrative-accounts-bloodhound-to-the-rescue/,"Red Team Labs. (2018, April 24). Hidden Administrative Accounts: BloodHound to the Rescue. Retrieved October 28, 2020.",
attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,Microsoft Tim McMichael Exchange Mail Forwarding 2,https://blogs.technet.microsoft.com/timmcmic/2015/06/08/exchange-and-office-365-mail-forwarding-2/,"McMichael, T.. (2015, June 8). Exchange and Office 365 Mail Forwarding. Retrieved October 8, 2019.",
attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,GitHub Creddump7,https://github.com/Neohapsis/creddump7,"Flathers, R. (2018, February 19). creddump7. Retrieved April 11, 2018.",
attack-pattern--166de1c6-2814-4fe5-8438-4e80f76b169f,WHOIS,https://www.whois.net/,"NTT America. (n.d.). Whois Lookup. Retrieved October 20, 2020.",
attack-pattern--16ab6452-c3c1-497c-a47d-206018ca1ada,Wikipedia BIOS,https://en.wikipedia.org/wiki/BIOS,"Wikipedia. (n.d.). BIOS. Retrieved January 5, 2016.",
attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26,Comparitech Leak,https://www.comparitech.com/blog/vpn-privacy/350-million-customer-records-exposed-online/,"Bischoff, P. (2020, October 15). Broadvoice database of more than 350 million customer records exposed online. Retrieved October 20, 2020.",
attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2,GitHub Raindance,https://github.com/True-Demon/raindance,"Stringer, M.. (2018, November 21). RainDance. Retrieved October 6, 2019.",
attack-pattern--17cc750b-e95b-4d7d-9dde-49e0de24148c,troj_zegost,https://www.trendmicro.com/vinfo/us/threat-encyclopedia/malware/troj_zegost,"Trend Micro. (2012, October 9). TROJ_ZEGOST. Retrieved September 2, 2021.",
attack-pattern--17fd695c-b88c-455a-a3d1-43b6cb728532,Circl Passive DNS,https://www.circl.lu/services/passive-dns/,"CIRCL Computer Incident Response Center. (n.d.). Passive DNS. Retrieved October 20, 2020.",
attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,Cisco DoSdetectNetflow,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/netflow/configuration/15-mt/nf-15-mt-book/nf-detct-analy-thrts.pdf,"Cisco. (n.d.). Detecting and Analyzing Network Threats With NetFlow. Retrieved April 25, 2019.",
attack-pattern--18d4ab39-12ed-4a16-9fdb-ae311bba4a0f,Methods of Mac Malware Persistence,https://www.virusbulletin.com/uploads/pdf/conference/vb2014/VB2014-Wardle.pdf,"Patrick Wardle. (2014, September). Methods of Malware Persistence on Mac OS X. Retrieved July 5, 2017.",
attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720,Trendmicro NPM Compromise,https://www.trendmicro.com/vinfo/dk/security/news/cybercrime-and-digital-threats/hacker-infects-node-js-package-to-steal-from-bitcoin-wallets,"Trendmicro. (2018, November 29). Hacker Infects Node.js Package to Steal from Bitcoin Wallets. Retrieved April 10, 2019.",
attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421,Recorded Future Beacon Certificates,https://www.recordedfuture.com/cobalt-strike-servers/,"Insikt Group. (2019, June 18). A Multi-Method Approach to Identifying Rogue Cobalt Strike Servers. Retrieved October 16, 2020.",
attack-pattern--197ef1b9-e764-46c3-b96c-23f77985dc81,Unit42 DNS Mar 2019,https://unit42.paloaltonetworks.com/dns-tunneling-how-dns-can-be-abused-by-malicious-actors/,"Hinchliffe, A. (2019, March 15). DNS Tunneling: how DNS can be (ab)used by malicious actors. Retrieved October 3, 2020.",
attack-pattern--1988cc35-ced8-4dad-b2d1-7628488fa967,Microsoft Sysmon v6 May 2017,https://docs.microsoft.com/sysinternals/downloads/sysmon,"Russinovich, M. & Garnier, T. (2017, May 22). Sysmon v6.20. Retrieved December 13, 2017.",
attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,PAN DNS Tunneling,https://www.paloaltonetworks.com/cyberpedia/what-is-dns-tunneling,"Palo Alto Networks. (n.d.). What Is DNS Tunneling?. Retrieved March 15, 2020.",
attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,Krebs Capital One August 2019,https://krebsonsecurity.com/2019/08/what-we-can-learn-from-the-capital-one-hack/,"Krebs, B.. (2019, August 19). What We Can Learn from the Capital One Hack. Retrieved March 25, 2020.",
attack-pattern--1a80d097-54df-41d8-9d33-34e755ec5e72,OSX Keydnap malware,https://www.welivesecurity.com/2016/07/06/new-osxkeydnap-malware-hungry-credentials/,"Marc-Etienne M.Leveille. (2016, July 6). New OSX/Keydnap malware is hungry for credentials. Retrieved July 3, 2017.",
attack-pattern--1b20efbf-8063-4fc3-a07d-b575318a301b,TechNet Group Policy Basics,https://blogs.technet.microsoft.com/musings_of_a_technical_tam/2012/02/13/group-policy-basics-part-1-understanding-the-structure-of-a-group-policy-object/,"srachui. (2012, February 13). Group Policy Basics – Part 1: Understanding the Structure of a Group Policy Object. Retrieved March 5, 2019.",
attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,Lau 2011,http://www.symantec.com/connect/blogs/are-mbr-infections-back-fashion,"Lau, H. (2011, August 8). Are MBR Infections Back in Fashion? (Infographic). Retrieved November 13, 2014.",
attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,mitre-attack,https://attack.mitre.org/techniques/T1025,,T1025
attack-pattern--1b84d551-6de8-4b96-9930-d177677c3b1d,Symantec Digital Certificates,http://www.symantec.com/connect/blogs/how-attackers-steal-private-keys-digital-certificates,"Shinotsuka, H. (2013, February 22). How Attackers Steal Private Keys from Digital Certificates. Retrieved March 31, 2016.",
attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,Reaqta Mavinject,https://reaqta.com/2017/12/mavinject-microsoft-injector/,"Reaqta. (2017, December 16). From False Positive to True Positive: the story of Mavinject.exe, the Microsoft Injector. Retrieved September 22, 2021.",
attack-pattern--1c2fd73a-e634-44ed-b1b5-9e7cf7404e9f,RedLock Instance Metadata API 2018,https://redlock.io/blog/instance-metadata-api-a-modern-day-trojan-horse,"Higashi, Michael. (2018, May 15). Instance Metadata API: A Modern Day Trojan Horse. Retrieved July 16, 2019.",
attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21,Elastic Process Injection July 2017,https://www.endgame.com/blog/technical-blog/ten-process-injection-techniques-technical-survey-common-and-trending-process,"Hosseini, A. (2017, July 18). Ten Process Injection Techniques: A Technical Survey Of Common And Trending Process Injection Techniques. Retrieved December 7, 2017.",
attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,Prevailion DarkWatchman 2021,https://www.prevailion.com/darkwatchman-new-fileless-techniques/,"Smith, S., Stafford, M. (2021, December 14). DarkWatchman: A new evolution in fileless techniques. Retrieved January 10, 2022.",
